id	symbol	chr	strand	nprots	ntrans	SV	WT	WT_prots	SV_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000010319	SEMA3G	3	-	3	3	52476924:52478929	52477086:52478929|52476924:52477032	ENSP00000419181	ENSP00000231721	1	1	54	54	
ENSG00000010319	SEMA3G	3	-	3	3	52476321:52478929	52476638:52476763|52476321:52476575|52477086:52478929|52476924:52478929|52476924:52477032	ENSP00000231721|ENSP00000419181	ENSP00000420291	2	3	224	278	
ENSG00000100603	SNW1	14	-	6	6	78201356:78205309	78203419:78205121|78205228:78205309|78202350:78203314|78201356:78202280	ENSP00000261531|ENSP00000451129|ENSP00000387847	ENSP00000452473	3	3	282	282	
ENSG00000099250	NRP1	10	-	16	16	33469294:33474556	33469294:33471626|33471677:33474556	ENSP00000265371|ENSP00000364009|ENSP00000364001	ENSP00000390447|ENSP00000379317	1	1	51	51	
ENSG00000099250	NRP1	10	-	16	16	33486638:33496500	33486638:33491819|33486638:33491840|33491924:33496500	ENSP00000265371|ENSP00000364009|ENSP00000364001|ENSP00000379317|ENSP00000363961|ENSP00000393071|ENSP00000363947|ENSP00000363955	ENSP00000363954	1	1	84	105	
ENSG00000138623	SEMA7A	15	-	4	4	74710311:74711142	74710311:74710609|74710651:74711142	ENSP00000261918	ENSP00000438966	1	1	42	42	
ENSG00000197933	ZNF823	19	-	4	4	11834158:11836016	11834158:11835009|11835070:11836016	ENSP00000340683	ENSP00000387514	1	1	61	61	
ENSG00000172139	SLC9C1	3	-	4	4	111981946:111985085	111983191:111985085|111981946:111983047	ENSP00000306627	ENSP00000420688	1	1	144	144	
ENSG00000172139	SLC9C1	3	-	4	4	111958854:111985085	111983191:111985085|111981946:111983047|111958854:111962842|111981946:111985085|111962924:111981771	ENSP00000306627|ENSP00000420688	ENSP00000418371	2	3	257	401	
ENSG00000172139	SLC9C1	3	-	4	4	111985188:111993744	111985188:111988763|111988925:111993744	ENSP00000306627|ENSP00000420688	ENSP00000418371	1	1	162	162	
ENSG00000164111	ANXA5	4	-	6	6	122604633:122617736	122604633:122607443|122605927:122607443|122604633:122605832|122607528:122617736	ENSP00000296511|ENSP00000423274|ENSP00000421421|ENSP00000427135	ENSP00000424106	1	2	85	180	
ENSG00000164111	ANXA5	4	-	6	6	122599650:122607443	122605927:122607443|122604633:122605832|122599650:122602826|122602917:122604519	ENSP00000296511|ENSP00000423274|ENSP00000421421	ENSP00000424199	3	3	300	300	
ENSG00000164111	ANXA5	4	-	6	6	122604633:122607443	122605927:122607443|122604633:122605832	ENSP00000296511|ENSP00000423274|ENSP00000421421	ENSP00000427135	1	1	95	95	
ENSG00000128656	CHN1	2	-	11	11	175677211:175689162	175677211:175686457|175686508:175689162	ENSP00000386322|ENSP00000392603	ENSP00000386741|ENSP00000295497|ENSP00000386469|ENSP00000386470|ENSP00000411911|ENSP00000410496|ENSP00000409798	1	1	51	51	
ENSG00000128656	CHN1	2	-	11	11	175689247:175742568	175689247:175711608|175711686:175742568	ENSP00000386741	ENSP00000386470	1	1	78	78	
ENSG00000128656	CHN1	2	-	11	11	175779900:175816892	175779900:175783262|175809672:175816892|175783294:175809616	ENSP00000386741|ENSP00000386470	ENSP00000405270	2	2	88	88	
ENSG00000164073	MFSD8	4	-	4	4	128854249:128861008	128854249:128859938|128859994:128861008	ENSP00000296468|ENSP00000425000	ENSP00000421176	1	1	56	56	
ENSG00000164073	MFSD8	4	-	4	4	128861153:128864907	128863314:128864907|128861153:128863200	ENSP00000296468|ENSP00000425000	ENSP00000421176	1	1	114	114	
ENSG00000164073	MFSD8	4	-	4	4	128859994:128863200	128859994:128861008|128861153:128863200	ENSP00000296468|ENSP00000425000	ENSP00000439616	1	1	145	145	
ENSG00000215641	TRIM27	HSCHR6_MHC_QBL	-	3	3	28875044:28876589	28875044:28875273|28875345:28876589	ENSP00000401490	ENSP00000383555|ENSP00000411026	1	1	72	72	
ENSG00000088682	COQ9	16	+	8	8	57486849:57492158	57490559:57492158|57490539:57492158|57486849:57490416|57490559:57490843|57490928:57492158	ENSP00000262507|ENSP00000454992|ENSP00000455256|ENSP00000456728	ENSP00000458023	1	2	123	228	
ENSG00000088682	COQ9	16	+	8	8	57490559:57492158	57490559:57490843|57490928:57492158	ENSP00000262507|ENSP00000454992|ENSP00000455516	ENSP00000455256	1	1	85	85	
ENSG00000088682	COQ9	16	+	8	8	57486849:57493477	57490539:57492158|57486849:57490416|57490559:57490843|57490928:57492158|57492263:57493477|57486849:57492158	ENSP00000262507|ENSP00000458023|ENSP00000454992|ENSP00000456728	ENSP00000456174	1	3	105	333	
ENSG00000231925	TAPBP	6	-	7	7	33273165:33280994	33273165:33275882|33275936:33280994	ENSP00000417949	ENSP00000395701|ENSP00000404833|ENSP00000387803|ENSP00000417523	1	1	54	54	
ENSG00000231925	TAPBP	6	-	7	7	33273165:33281471	33273165:33275882|33273165:33280994|33275936:33280994|33281255:33281471	ENSP00000395701|ENSP00000417949|ENSP00000404833|ENSP00000387803	ENSP00000419659	1	2	261	315	
ENSG00000231925	TAPBP	6	-	7	7	33281255:33281782	33281642:33281782|33281255:33281471	ENSP00000395701|ENSP00000417949|ENSP00000404833|ENSP00000387803|ENSP00000406838	ENSP00000417523	1	1	171	171	
ENSG00000158161	EYA3	1	-	6	6	28343751:28365350	28343751:28354300|28354438:28362055|28362192:28365350|28343751:28362055	ENSP00000362978|ENSP00000442558|ENSP00000442280|ENSP00000362970	ENSP00000362971	1	2	137	275	
ENSG00000158161	EYA3	1	-	6	6	28343751:28362055	28343751:28354300|28354438:28362055	ENSP00000362978|ENSP00000442280	ENSP00000442558|ENSP00000362970	1	1	138	138	
ENSG00000173876	TUBB8	10	-	7	7	94055:94744	94055:94555|94666:94744	ENSP00000328808	ENSP00000418077	1	1	111	111	
ENSG00000173876	TUBB8	10	-	7	7	94666:95122	94666:94744|94853:95122	ENSP00000328808|ENSP00000311042	ENSP00000371071	1	1	109	109	
ENSG00000148357	HMCN2	9	+	6	6	133233874:133235815	133234802:133235815|133233874:133234706	ENSP00000413769	ENSP00000389821	1	1	96	96	
ENSG00000134109	EDEM1	3	+	5	5	5236967:5243438	5241381:5243438|5236967:5241277	ENSP00000256497	ENSP00000393659|ENSP00000402075	1	1	104	104	
ENSG00000102755	FLT1	13	-	8	8	29005448:29012358	29005448:29007956|29008358:29012358|29008093:29008195	ENSP00000282397|ENSP00000437631|ENSP00000442630	ENSP00000398301	2	2	300	300	
ENSG00000184677	ZBTB40	1	+	5	5	22818027:22832542	22818027:22827985|22828178:22828792|22828935:22832542	ENSP00000384527|ENSP00000364798|ENSP00000383098	ENSP00000363782	2	2	336	336	
ENSG00000138029	HADHB	2	+	7	7	26500029:26502862	26501670:26502003|26500029:26501482|26502184:26502862	ENSP00000325136|ENSP00000444295|ENSP00000442665	ENSP00000385411	2	2	369	369	
ENSG00000138029	HADHB	2	+	7	7	26486348:26496519	26492866:26496519|26486348:26492821	ENSP00000415300|ENSP00000325136|ENSP00000385411|ENSP00000442665|ENSP00000404633	ENSP00000444295	1	1	45	45	
ENSG00000165119	HNRNPK	9	-	10	10	86588315:86589432	86588315:86588817|86588889:86589432	ENSP00000365458|ENSP00000365440|ENSP00000365439|ENSP00000365444|ENSP00000317788|ENSP00000353552|ENSP00000365434|ENSP00000365432	ENSP00000397725|ENSP00000409456	1	1	72	72	
ENSG00000170035	UBE2E3	2	+	10	10	181848821:181854609	181848821:181852065|181852122:181854609	ENSP00000386825	ENSP00000386798	1	1	57	57	
ENSG00000124702	KLHDC3	6	+	6	6	42985434:42985883	42985434:42985591|42985707:42985883	ENSP00000313995|ENSP00000400876|ENSP00000377656|ENSP00000410666	ENSP00000244670	1	1	116	116	
ENSG00000124702	KLHDC3	6	+	6	6	42985085:42985591	42985085:42985257|42985434:42985591	ENSP00000313995|ENSP00000400876|ENSP00000377656	ENSP00000331562	1	1	177	177	
ENSG00000165874	FAM35B	10	+	2	2	46918665:46927783	46923811:46927783|46918665:46923604	ENSP00000301038	ENSP00000438644	1	1	207	207	
ENSG00000053438	NNAT	20	+	2	2	36149806:36151069	36150841:36151069|36149806:36150760	ENSP00000062104	ENSP00000335497	1	1	81	81	
ENSG00000188523	C9orf171	9	+	3	3	135285854:135374082	135285854:135357697|135357805:135374082	ENSP00000343290	ENSP00000376908|ENSP00000376909	1	1	108	108	
ENSG00000157881	PANK4	1	-	7	7	2452755:2457903	2452755:2453157|2453240:2457903	ENSP00000367727|ENSP00000421433	ENSP00000425668	1	1	83	83	
ENSG00000102858	MGRN1	16	+	4	4	4727574:4731551	4730099:4731551|4727574:4730033	ENSP00000262370|ENSP00000382487	ENSP00000393311	1	1	66	66	
ENSG00000102858	MGRN1	16	+	4	4	4723659:4731551	4730099:4731551|4727574:4730033|4727574:4731551|4723659:4727464	ENSP00000262370|ENSP00000382487|ENSP00000393311	ENSP00000443810	1	2	110	176	
ENSG00000006747	SCIN	7	+	8	8	12610612:12617689	12610612:12611170|12611251:12617689	ENSP00000404380	ENSP00000341375|ENSP00000297029	1	1	81	81	
ENSG00000006747	SCIN	7	+	8	8	12680143:12684209	12683941:12684209|12680143:12683763	ENSP00000297029|ENSP00000430997|ENSP00000390189	ENSP00000341375	1	1	178	178	
ENSG00000172270	BSG	19	+	10	10	572702:579500	572702:577774|578122:579500	ENSP00000333769	ENSP00000343809|ENSP00000461494	1	1	348	348	
ENSG00000175356	SCUBE2	11	-	8	8	9072258:9074646	9074380:9074646|9072258:9074293	ENSP00000390481|ENSP00000429969	ENSP00000310658	1	1	87	87	
ENSG00000175356	SCUBE2	11	-	8	8	9047402:9051431	9049109:9051431|9047402:9048911	ENSP00000390481|ENSP00000310658|ENSP00000429969	ENSP00000415187	1	1	198	198	
ENSG00000175356	SCUBE2	11	-	8	8	9069110:9075184	9069646:9072153|9074380:9074646|9074763:9075184|9072258:9074646|9069110:9069490|9072258:9074293	ENSP00000390481|ENSP00000310658|ENSP00000429969	ENSP00000415187	3	4	378	465	
ENSG00000175356	SCUBE2	11	-	8	8	9052473:9068903	9055344:9068903|9052473:9055173	ENSP00000390481|ENSP00000310658|ENSP00000415187	ENSP00000429969	1	1	171	171	
ENSG00000175356	SCUBE2	11	-	8	8	9074763:9077340	9075307:9077340|9074763:9075184	ENSP00000390481|ENSP00000310658|ENSP00000429969	ENSP00000434000	1	1	123	123	
ENSG00000185437	SH3BGR	21	+	9	9	40847142:40880925	40847142:40871749|40871842:40880925	ENSP00000370011|ENSP00000370008|ENSP00000401572|ENSP00000370005|ENSP00000332513	ENSP00000404980|ENSP00000405675	1	1	93	93	
ENSG00000185437	SH3BGR	21	+	9	9	40834487:40871749	40834487:40847061|40847142:40871749	ENSP00000370011|ENSP00000370008|ENSP00000401572|ENSP00000370005|ENSP00000332513	ENSP00000413981	1	1	81	81	
ENSG00000174903	RAB1B	11	+	4	4	66039724:66043275	66039932:66043275|66039724:66039836	ENSP00000310226|ENSP00000313814|ENSP00000377642	ENSP00000435195	1	1	96	96	
ENSG00000169085	C8orf46	8	+	6	6	67422393:67428128	67425873:67428128|67422393:67425775	ENSP00000302260	ENSP00000430501	1	1	98	98	
ENSG00000169085	C8orf46	8	+	6	6	67417764:67425775	67417764:67422331|67422393:67425775	ENSP00000302260|ENSP00000429883	ENSP00000430141	1	1	62	62	
ENSG00000089685	BIRC5	17	+	4	4	76210871:76219546	76212863:76219546|76210871:76212745|76212116:76212745|76210871:76212047	ENSP00000301633|ENSP00000324180	ENSP00000364086	1	2	118	187	
ENSG00000089685	BIRC5	17	+	4	4	76210871:76212745	76212116:76212745|76210871:76212047	ENSP00000301633|ENSP00000389088	ENSP00000324180	1	1	69	69	
ENSG00000198035	AGAP9	10	+	4	4	48216059:48221505	48218864:48221505|48216059:48216428|48216497:48218795	ENSP00000347040|ENSP00000403270|ENSP00000412127	ENSP00000396454	2	2	138	138	
ENSG00000198035	AGAP9	10	+	4	4	48221540:48231779	48229192:48231779|48221540:48229091	ENSP00000347040|ENSP00000403270|ENSP00000412127	ENSP00000396454	1	1	101	101	
ENSG00000198035	AGAP9	10	+	4	4	48231815:48235819	48235174:48235819|48231815:48235122	ENSP00000347040|ENSP00000403270|ENSP00000412127	ENSP00000396454	1	1	52	52	
ENSG00000143891	GALM	2	+	5	5	38893494:38956698	38908629:38916955|38917037:38956698|38903209:38908422|38893494:38903054	ENSP00000272252	ENSP00000386233	3	3	444	444	
ENSG00000156804	FBXO32	8	-	2	2	124518815:124544138	124525623:124526480|124518815:124525438|124526574:124544138	ENSP00000428205	ENSP00000390790	2	2	279	279	
ENSG00000111291	GPRC5D	12	-	3	3	13093784:13102424	13093784:13095195|13095263:13102424	ENSP00000228887	ENSP00000379624	1	1	68	68	
ENSG00000152952	PLOD2	3	-	6	6	145839036:145841925	145841113:145841925|145839036:145841052	ENSP00000419880	ENSP00000282903|ENSP00000353170|ENSP00000420094|ENSP00000419963	1	1	61	61	
ENSG00000152952	PLOD2	3	-	6	6	145794683:145796903	145795712:145796903|145794683:145795649	ENSP00000419354|ENSP00000282903|ENSP00000420094	ENSP00000353170	1	1	63	63	
ENSG00000261721	GRINA	HG104_HG975_PATCH	+	6	6	145073975:145074415	145074120:145074415|145073975:145074048|145074249:145074415	ENSP00000455153|ENSP00000456043|ENSP00000456368	ENSP00000457327	1	1	72	201	
ENSG00000100504	PYGL	14	-	4	4	51401904:51410879	51404556:51410879|51401904:51404454	ENSP00000431657|ENSP00000216392	ENSP00000433040|ENSP00000443787	1	1	102	102	
ENSG00000165102	HGSNAT	8	+	9	9	43037404:43046617	43037559:43046617|43037404:43037492	ENSP00000430151	ENSP00000389524|ENSP00000368965|ENSP00000428322|ENSP00000429029|ENSP00000297798	1	1	67	67	
ENSG00000165102	HGSNAT	8	+	9	9	43048987:43052091	43048987:43051573|43051684:43052091	ENSP00000428322	ENSP00000389524|ENSP00000368965|ENSP00000429029|ENSP00000297798	1	1	111	111	
ENSG00000165102	HGSNAT	8	+	9	9	43002207:43014066	43002207:43013718|43013855:43014066	ENSP00000389524|ENSP00000327833|ENSP00000368965|ENSP00000429109	ENSP00000430032	1	1	137	137	
ENSG00000154889	MPPE1	18	-	6	6	11885816:11886916	11886778:11886916|11885816:11886498|11886621:11886712|11886781:11886916	ENSP00000433950|ENSP00000311200|ENSP00000312935|ENSP00000339423|ENSP00000382860	ENSP00000327257	2	2	189	192	
ENSG00000198270	TMEM116	12	-	13	13	112376015:112429562	112376015:112381069|112381174:112429562	ENSP00000447731|ENSP00000446516	ENSP00000347620	1	1	105	105	
ENSG00000198270	TMEM116	12	-	13	13	112371835:112374964	112371835:112374496|112374635:112374964	ENSP00000347620|ENSP00000346883|ENSP00000450377|ENSP00000395861|ENSP00000447731	ENSP00000449163	1	1	139	139	
ENSG00000125991	ERGIC3	20	+	11	11	34136619:34142815	34136962:34142815|34136619:34142737|34142752:34142815|34142158:34142815|34136619:34136917|34136619:34142143	ENSP00000349970|ENSP00000392341|ENSP00000279052|ENSP00000399124	ENSP00000341358|ENSP00000347762|ENSP00000402480	1	1	15	45	
ENSG00000183833	C3orf15	3	+	7	7	119422070:119426251	119422070:119425656|119425733:119426251	ENSP00000273390|ENSP00000373163|ENSP00000419489	ENSP00000419520	1	1	77	77	
ENSG00000183833	C3orf15	3	+	7	7	119422070:119427438	119422070:119425656|119425733:119426251|119426409:119427438	ENSP00000273390|ENSP00000373163|ENSP00000419489	ENSP00000419972	2	2	235	235	
ENSG00000074319	TSG101	11	-	3	3	18531213:18548322	18537712:18541066|18541151:18548322|18536389:18537646|18531213:18536225	ENSP00000438471|ENSP00000251968	ENSP00000349721	3	3	315	315	
ENSG00000206396	C6orf25	HSCHR6_MHC_QBL	+	5	5	31681997:31682597	31682243:31682597|31681997:31682152	ENSP00000372904|ENSP00000382944	ENSP00000372903	1	1	91	91	
ENSG00000206396	C6orf25	HSCHR6_MHC_QBL	+	5	5	31681997:31682756	31682243:31682597|31681997:31682152|31681997:31682597|31682638:31682756	ENSP00000372904|ENSP00000372903	ENSP00000382940	1	2	41	132	
ENSG00000206396	C6orf25	HSCHR6_MHC_QBL	+	5	5	31681997:31682775	31682638:31682775|31682243:31682597|31681997:31682152	ENSP00000382944	ENSP00000372902	2	2	132	132	
ENSG00000262860	LSM14A	HSCHR19_1_CTG3_1	+	5	5	34699957:34706501	34699957:34706029|34706206:34706501	ENSP00000461225|ENSP00000459843	ENSP00000460896	1	1	177	177	
ENSG00000133083	DCLK1	13	-	6	6	36348837:36367503	36348837:36362349|36362423:36367503	ENSP00000382257|ENSP00000255448	ENSP00000353846|ENSP00000369223	1	1	74	74	
ENSG00000162438	CTRC	1	+	2	2	15765001:15768943	15765001:15766796|15767087:15768943|15766888:15766989	ENSP00000365116	ENSP00000365110	2	2	190	190	
ENSG00000136811	ODF2	9	+	17	17	131223290:131233587	131231633:131233587|131223290:131231462	ENSP00000307781|ENSP00000394506|ENSP00000437579|ENSP00000415290|ENSP00000361877	ENSP00000396687|ENSP00000395489|ENSP00000407852	1	1	171	171	
ENSG00000136811	ODF2	9	+	17	17	131223347:131235192	131223347:131231462|131231633:131233587|131233748:131235192	ENSP00000377166|ENSP00000361901|ENSP00000342581|ENSP00000361882	ENSP00000443178	2	2	332	332	
ENSG00000049768	FOXP3	X	-	6	6	49114023:49114753	49114023:49114121|49114226:49114753	ENSP00000365380|ENSP00000396415	ENSP00000365372|ENSP00000451208|ENSP00000428952|ENSP00000365369	1	1	105	105	
ENSG00000049768	FOXP3	X	-	6	6	49110529:49112176	49110529:49111890|49111971:49112176	ENSP00000365380|ENSP00000365372|ENSP00000451208|ENSP00000428952|ENSP00000365369	ENSP00000396415	1	1	81	81	
ENSG00000124523	SIRT5	6	+	4	4	13595797:13599264	13597249:13599264|13595797:13597195	ENSP00000368564|ENSP00000380509|ENSP00000368552	ENSP00000352830	1	1	54	54	
ENSG00000116106	EPHA4	2	-	11	11	222291340:222298862	222294872:222298862|222291340:222294678	ENSP00000281821|ENSP00000386276|ENSP00000386829|ENSP00000375923	ENSP00000408145	1	1	194	194	
ENSG00000116106	EPHA4	2	-	11	11	222429115:222436878	222429115:222433438|222433506:222436878	ENSP00000281821|ENSP00000386276|ENSP00000386829|ENSP00000444085|ENSP00000404089	ENSP00000375923|ENSP00000391517	1	1	68	68	
ENSG00000116106	EPHA4	2	-	11	11	222347411:222436878	222429115:222436878|222347411:222365737|222429115:222433438|222433506:222436878|222365893:222428451	ENSP00000281821|ENSP00000386276|ENSP00000386829|ENSP00000375923	ENSP00000395917	2	3	820	888	
ENSG00000157554	ERG	21	-	11	11	39764367:39774479	39772568:39774479|39764367:39772496	ENSP00000288319|ENSP00000414150|ENSP00000396268|ENSP00000381891	ENSP00000381877|ENSP00000381871|ENSP00000381882|ENSP00000394694	1	1	72	72	
ENSG00000157554	ERG	21	-	11	11	39763638:39772496	39763638:39764298|39764367:39772496	ENSP00000288319|ENSP00000414150|ENSP00000396268|ENSP00000381891	ENSP00000381879|ENSP00000381881	1	1	69	69	
ENSG00000157554	ERG	21	-	11	11	39764367:39795332	39775632:39795332|39772568:39774479|39774560:39775428|39764367:39774479|39764367:39772496	ENSP00000381877|ENSP00000288319|ENSP00000381871|ENSP00000381882|ENSP00000414150|ENSP00000394694|ENSP00000396268|ENSP00000381891	ENSP00000415659	2	3	285	357	
ENSG00000039123	SKIV2L2	5	+	5	5	54603976:54623544	54620027:54623544|54603976:54618155|54618293:54619960	ENSP00000230640	ENSP00000425042|ENSP00000442583	2	2	205	205	
ENSG00000039123	SKIV2L2	5	+	5	5	54620027:54635838	54620027:54623544|54623607:54624527|54624640:54635838	ENSP00000230640	ENSP00000422125	2	2	176	176	
ENSG00000158863	FAM160B2	8	+	4	4	21946810:21951951	21947366:21951951|21946810:21947272	ENSP00000395477	ENSP00000403288|ENSP00000289921	1	1	94	94	
ENSG00000172262	ZNF131	5	+	14	14	43162034:43173420	43168132:43173420|43162034:43168032	ENSP00000423254	ENSP00000426504|ENSP00000305804|ENSP00000382450|ENSP00000423945|ENSP00000421246	1	1	100	100	
ENSG00000172262	ZNF131	5	+	14	14	43123413:43161351	43123413:43139267|43139412:43161351	ENSP00000422079|ENSP00000425623|ENSP00000426504|ENSP00000422659|ENSP00000305804|ENSP00000382450|ENSP00000423945|ENSP00000421246|ENSP00000424771	ENSP00000425139	1	1	145	145	
ENSG00000172262	ZNF131	5	+	14	14	43139412:43173420	43161709:43161811|43162034:43173420|43139412:43161351	ENSP00000426504|ENSP00000305804|ENSP00000382450|ENSP00000423945|ENSP00000421246	ENSP00000426614	1	2	581	683	
ENSG00000166037	CEP57	11	+	13	13	95555143:95560950	95555741:95560950|95555143:95555663	ENSP00000441392|ENSP00000317902|ENSP00000443436	ENSP00000317487|ENSP00000440256	1	1	78	78	
ENSG00000166037	CEP57	11	+	13	13	95523908:95546096	95532553:95546096|95523908:95532396	ENSP00000317902|ENSP00000317487|ENSP00000445706	ENSP00000442481	1	1	157	157	
ENSG00000166037	CEP57	11	+	13	13	95552069:95560950	95555741:95560950|95552069:95555035|95555143:95555663|95555143:95560950	ENSP00000441392|ENSP00000317902|ENSP00000317487|ENSP00000443436|ENSP00000440256	ENSP00000444749	1	2	108	186	
ENSG00000070770	CSNK2A2	16	-	4	4	58201700:58218164	58202598:58208355|58201700:58202514|58208415:58218164	ENSP00000262506	ENSP00000456606	2	2	144	144	
ENSG00000137501	SYTL2	11	-	23	23	85420544:85425456	85420544:85422156|85422276:85425456	ENSP00000352065|ENSP00000346576|ENSP00000318803|ENSP00000432996|ENSP00000432694|ENSP00000435855|ENSP00000431701|ENSP00000434010|ENSP00000432137|ENSP00000434882|ENSP00000434111|ENSP00000431703|ENSP00000432116	ENSP00000374610|ENSP00000436678|ENSP00000435009|ENSP00000432144|ENSP00000435238|ENSP00000437005	1	1	120	120	
ENSG00000137501	SYTL2	11	-	23	23	85425551:85429833	85428574:85429833|85425551:85428526	ENSP00000374610|ENSP00000346576|ENSP00000435009|ENSP00000434010|ENSP00000435238	ENSP00000352065|ENSP00000318803|ENSP00000432694|ENSP00000431701|ENSP00000434882	1	1	48	48	
ENSG00000137501	SYTL2	11	-	23	23	85422276:85429833	85425551:85429833|85428574:85429833|85425551:85428526|85422276:85425456	ENSP00000352065|ENSP00000346576|ENSP00000318803|ENSP00000432694|ENSP00000431701|ENSP00000434010|ENSP00000434882	ENSP00000374608	1	2	95	143	
ENSG00000082014	SMARCD3	7	-	7	7	150940788:150972200	150940788:150942546|150942566:150942671|150942758:150972200	ENSP00000376558|ENSP00000349254|ENSP00000173385|ENSP00000419886	ENSP00000417908	1	2	107	212	
ENSG00000106077	ABHD11	7	-	9	9	73151022:73151892	73151441:73151551|73151441:73151892|73151022:73151259|73151722:73151892	ENSP00000416970|ENSP00000222800|ENSP00000378579	ENSP00000397666	1	2	182	353	
ENSG00000106077	ABHD11	7	-	9	9	73151441:73151892	73151441:73151551|73151722:73151892	ENSP00000416970|ENSP00000222800	ENSP00000378579	1	1	171	171	
ENSG00000184056	VPS33B	15	-	5	5	91557664:91561035	91557664:91560193|91560255:91561035	ENSP00000327650|ENSP00000441955	ENSP00000460413	1	1	62	62	
ENSG00000184056	VPS33B	15	-	5	5	91560255:91565384	91560255:91561035|91561116:91565384	ENSP00000327650	ENSP00000444053	1	1	81	81	
ENSG00000105171	POP4	19	+	2	2	30099617:30102769	30099617:30101316|30101540:30102769	ENSP00000221770	ENSP00000376104	1	1	224	224	
ENSG00000261881	NDUFA3	HSCHR19LRC_LRC_S_CTG1	+	10	10	54606497:54609241	54606497:54608904|54609011:54609241	ENSP00000459973|ENSP00000461281	ENSP00000460127|ENSP00000460418|ENSP00000459288|ENSP00000461831|ENSP00000459767|ENSP00000459162|ENSP00000458333	1	1	107	107	
ENSG00000125630	POLR1B	2	+	13	13	113310394:113321943	113310394:113315487|113315659:113316870|113317152:113321943	ENSP00000263331|ENSP00000444136|ENSP00000437914|ENSP00000405358	ENSP00000387143	2	2	454	454	
ENSG00000125630	POLR1B	2	+	13	13	113300249:113321943	113310394:113315487|113305145:113306844|113310394:113321943|113308580:113309352|113315659:113316870|113300249:113304998|113306977:113308443|113300249:113304589|113304757:113304998|113309576:113310222|113317152:113321943	ENSP00000263331|ENSP00000444136|ENSP00000387143|ENSP00000405358	ENSP00000390274	6	8	981	1435	
ENSG00000125630	POLR1B	2	+	13	13	113300249:113308443	113305145:113306844|113300249:113304998|113306977:113308443|113300249:113304589|113304757:113304998	ENSP00000263331|ENSP00000444136|ENSP00000387143|ENSP00000405358	ENSP00000403094	2	3	280	448	
ENSG00000125630	POLR1B	2	+	13	13	113300249:113304998	113300249:113304589|113304757:113304998|113300249:113304660	ENSP00000263331|ENSP00000388577|ENSP00000444136|ENSP00000387143|ENSP00000390973	ENSP00000405358	1	1	97	168	
ENSG00000113303	BTNL8	5	+	8	8	180374756:180375920	180375376:180375920|180374756:180375355	ENSP00000231229	ENSP00000424585	1	1	21	21	
ENSG00000113303	BTNL8	5	+	8	8	180326360:180338339	180335934:180338339|180326360:180335586	ENSP00000231229|ENSP00000342197|ENSP00000424585	ENSP00000425207	1	1	348	348	
ENSG00000073146	MOV10L1	22	+	11	11	50598215:50599393	50598215:50599117|50599255:50599393	ENSP00000438978|ENSP00000262794|ENSP00000379193	ENSP00000379199	1	1	138	138	
ENSG00000073146	MOV10L1	22	+	11	11	50588144:50591474	50588144:50589164|50589329:50591474	ENSP00000438978|ENSP00000262794|ENSP00000379199|ENSP00000438542|ENSP00000379193	ENSP00000379184|ENSP00000346917	1	1	165	165	
ENSG00000073146	MOV10L1	22	+	11	11	50599255:50599797	50599255:50599393|50599485:50599797	ENSP00000438978|ENSP00000262794|ENSP00000379193	ENSP00000438542	1	1	92	92	
ENSG00000073146	MOV10L1	22	+	11	11	50555781:50563821	50555781:50558931|50559046:50563821	ENSP00000438978|ENSP00000262794|ENSP00000379199|ENSP00000438542	ENSP00000399776	1	1	115	115	
ENSG00000196531	NACA	12	-	15	15	57108472:57113321	57109991:57113321|57108472:57109655	ENSP00000448035	ENSP00000448039	1	1	336	336	
ENSG00000196531	NACA	12	-	15	15	57108472:57118236	57109991:57113321|57115244:57118236|57108472:57109655|57113381:57113510	ENSP00000403817|ENSP00000448035	ENSP00000349212|ENSP00000447821|ENSP00000377469|ENSP00000446801|ENSP00000446745|ENSP00000447133|ENSP00000447764	1	3	2130	5589	
ENSG00000183018	SPNS2	17	+	3	3	4439470:4440195	4439722:4440195|4439470:4439558	ENSP00000333292	ENSP00000461410	1	1	164	164	
ENSG00000196090	PTPRT	20	-	7	7	40743956:40747043	40743956:40744679|40744739:40747043	ENSP00000362280	ENSP00000362286|ENSP00000362283|ENSP00000362289|ENSP00000348408|ENSP00000362294|ENSP00000362297	1	1	60	60	
ENSG00000196090	PTPRT	20	-	7	7	40877463:40911129	40877463:40899037|40899094:40911129	ENSP00000348408|ENSP00000362294	ENSP00000362286|ENSP00000362283|ENSP00000362289|ENSP00000362280|ENSP00000362297	1	1	57	57	
ENSG00000196090	PTPRT	20	-	7	7	40828029:40877327	40864899:40877327|40828029:40864869	ENSP00000362286|ENSP00000362283	ENSP00000348408|ENSP00000362280|ENSP00000362297	1	1	30	30	
ENSG00000046889	PREX2	8	+	2	2	69030880:69031667	69031070:69031667|69030880:69031067	ENSP00000379789	ENSP00000288368	1	1	3	3	
ENSG00000152595	MEPE	4	+	8	8	88759838:88766129	88759838:88761079|88760930:88766129|88761207:88766129|88759838:88760837	ENSP00000378534|ENSP00000421430	ENSP00000445423|ENSP00000416984|ENSP00000354341	1	1	93	128	
